Season,Country,ILI_CASES,REL,B_REL,H3_REL,H1pdm_REL,H3_REL_LAG1,H1pdm_REL_LAG1,B_REL_LAG1,H3_REL_LAG2,H1pdm_REL_LAG2,B_REL_LAG2,H3_REL_LAG3,H1pdm_REL_LAG3,B_REL_LAG3
2013,Belgium,2941,0.055187555121878,0.00842558093463787,0.329951767672515,0.213498202611627,0.176719009299734,0.63232270515061,0.979815691115325,0.768092311732228,0.792234873665519,1.16245902615768,0.781694950759947,1.43382601447295,1.69133009779839
2014,Belgium,7106,0.133343341277139,0.17055543651727,0.97171995276029,0.149740451736831,0.329951767672515,0.213498202611627,0.00842558093463787,0.506670776972248,0.845820907762238,0.988241272049962,1.09804407940474,1.00573307627715,1.17088460709231
2015,Belgium,5571,0.104539228012235,0.536098605190947,0,0.5092936749314,0.97171995276029,0.149740451736831,0.17055543651727,1.3016717204328,0.363238654348458,0.178981017451908,1.47839072973254,0.995561359499069,1.15879670856723
2016,Belgium,3885,0.0729016156574281,0.00229973550969804,0.724318017034666,0.00239840402991611,0,0.5092936749314,0.536098605190947,0.97171995276029,0.659034126668231,0.706654041708218,1.3016717204328,0.872532329279858,0.715079622642856
2017,Belgium,6009,0.112758251862416,0.742246195732989,0.0868895630048714,0.298446759886297,0.724318017034666,0.00239840402991611,0.00229973550969804,0.724318017034666,0.511692078961316,0.538398340700646,1.69603796979496,0.661432530698147,0.708953777217916
2018,Belgium,3816,0.071606837927605,0.00265210510842981,0.54538020959095,0.168036064576671,0.0868895630048714,0.298446759886297,0.742246195732989,0.811207580039538,0.300845163916214,0.744545931242687,0.811207580039538,0.810138838847613,1.28064453643363
2019,Belgium,3143,0.0589780638381716,0.0436024596468973,0.231711954614771,0.314466224120047,0.54538020959095,0.168036064576671,0.00265210510842981,0.632269772595821,0.466482824462969,0.744898300841419,1.35658778963049,0.468881228492885,0.747198036351117
2010,Croatia,56707,0.120413645195197,0.0603439679793697,0.000685726908856474,1.14310675706374,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Croatia,42418,0.090071878284689,0.248999832775727,0.651718950071162,0,0.000685726908856474,1.14310675706374,0.0603439679793697,NA,NA,NA,NA,NA,NA
2012,Croatia,29450,0.0625351693970505,0.0268350152201903,0.353668946534277,0.244847732216038,0.651718950071162,0,0.248999832775727,0.652404676980019,1.14310675706374,0.309343800755097,NA,NA,NA
2013,Croatia,11729,0.0249057725588457,0.0244099455400632,0.224647780048394,0,0.353668946534277,0.244847732216038,0.0268350152201903,1.00538789660544,0.244847732216038,0.275834847995918,1.0060736235143,1.38795448927978,0.336178815975287
2014,Croatia,78037,0.165706520008069,0.30928328754523,0.558836402758605,0.788945509776855,0.224647780048394,0,0.0244099455400632,0.578316726582671,0.244847732216038,0.0512449607602534,1.23003567665383,0.244847732216038,0.300244793535981
2015,Croatia,21127,0.0448618174482678,0.106476765935731,0.133506217281672,0.208635191265275,0.558836402758605,0.788945509776855,0.30928328754523,0.783484182806999,0.788945509776855,0.333693233085293,1.13715312934128,1.03379324199289,0.360528248305483
2016,Croatia,51416,0.109178549056664,0.0973721730717181,0.887550990838751,0.106862326656171,0.133506217281672,0.208635191265275,0.106476765935731,0.692342620040278,0.99758070104213,0.415760053480961,0.916990400088671,0.99758070104213,0.440169999021024
2017,Croatia,64772,0.137539150838226,0.820022050915954,0.292299714455951,0.263069743010356,0.887550990838751,0.106862326656171,0.0973721730717181,1.02105720812042,0.315497517921446,0.203848939007449,1.57989361087903,1.1044430276983,0.513132226552679
2018,Croatia,61215,0.129986091498827,0.0293442003607097,0.165624820431723,1.10489189419584,0.292299714455951,0.263069743010356,0.820022050915954,1.1798507052947,0.369932069666526,0.917394223987672,1.31335692257637,0.578567260931801,1.0238709899234
2019,Croatia,54064,0.114801405714164,0.0599200694119007,0.102008811349663,0.98608517638008,0.165624820431723,1.10489189419584,0.0293442003607097,0.457924534887674,1.36796163720619,0.849366251276664,1.34547552572643,1.47482396386236,0.946738424348382
2010,Czechia,114527,0.126232822054784,0.238573993835597,0.0223527123736299,1.00140151433862,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Czechia,63088,0.0695362340565302,0.225766993690033,0.430821419151623,0.038773927723646,0.0223527123736299,1.00140151433862,0.238573993835597,NA,NA,NA,NA,NA,NA
2012,Czechia,139504,0.153762725016203,0.349199459616236,0.349070913110913,0.839356877434876,0.430821419151623,0.038773927723646,0.225766993690033,0.453174131525253,1.04017544206226,0.46434098752563,NA,NA,NA
2013,Czechia,42312,0.0466367159428085,0.0405536660372248,0.245165344679586,0.180648148711274,0.349070913110913,0.839356877434876,0.349199459616236,0.779892332262536,0.878130805158522,0.574966453306269,0.802245044636166,1.87953231949714,0.813540447141866
2014,Czechia,112114,0.1235731889585,0.365181272692485,0.754734570299272,0.115816046593239,0.245165344679586,0.180648148711274,0.0405536660372248,0.594236257790499,1.02000502614615,0.389753125653461,1.02505767694212,1.0587789538698,0.615520119343494
2015,Czechia,76477,0.0842937257789319,0.282943974642569,0.0194592260552925,0.525399103492897,0.754734570299272,0.115816046593239,0.365181272692485,0.999899914978858,0.296464195304513,0.405734938729709,1.34897082808977,1.13582107273939,0.754934398345945
2016,Czechia,97331,0.107279216284494,0.147197064204305,0.914894577269063,0.008025391028676,0.0194592260552925,0.525399103492897,0.282943974642569,0.774193796354564,0.641215150086136,0.648125247335054,1.01935914103415,0.82186329879741,0.688678913372278
2017,Czechia,125617,0.138456332638206,0.930999478084489,0.0666251980550105,0.386938650242561,0.914894577269063,0.008025391028676,0.147197064204305,0.934353803324355,0.533424494521573,0.430141038846874,1.68908837362363,0.649240541114812,0.795322311539358
2018,Czechia,69123,0.0761880723226213,0.0326520309954092,0.156670226846462,0.572558465384342,0.0666251980550105,0.386938650242561,0.930999478084489,0.981519775324074,0.394964041271237,1.07819654228879,1.00097900137937,0.920363144764134,1.36114051693136
2019,Czechia,67175,0.074040966946922,0.0635335029907581,0.510849936964876,0.166026229513585,0.156670226846462,0.572558465384342,0.0326520309954092,0.223295424901473,0.959497115626903,0.963651509079898,1.13819000217054,0.967522506655579,1.1108485732842
2010,Denmark,9519,0.231763731982859,1.11571162004877,0.0304284987286029,1.17149720105122,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Denmark,3708,0.0902804830541488,0.292801566662104,0.585603133324209,0.0244001305551753,0.0304284987286029,1.17149720105122,1.11571162004877,NA,NA,NA,NA,NA,NA
2012,Denmark,7358,0.179148811842618,0.678547742754265,0.941814863363213,0.1711255123087,0.585603133324209,0.0244001305551753,0.292801566662104,0.616031632052812,1.19589733160639,1.40851318671088,NA,NA,NA
2013,Denmark,2614,0.0636443319049474,0.0565244279941463,0.0460100938357946,0.533908797219533,0.941814863363213,0.1711255123087,0.678547742754265,1.52741799668742,0.195525642863876,0.971349309416369,1.55784649541602,1.36702284391509,2.08706092946514
2014,Denmark,3531,0.0859709777950916,0.180006775270774,0.416286504429567,0.263416498250575,0.0460100938357946,0.533908797219533,0.0565244279941463,0.987824957199008,0.705034309528234,0.735072170748411,1.57342809052322,0.729434440083409,1.02787373741052
2015,Denmark,4142,0.100847292559408,0.529044546534883,0.0434199286695121,0.436008450389683,0.416286504429567,0.263416498250575,0.180006775270774,0.462296598265361,0.797325295470109,0.23653120326492,1.40411146162857,0.968450807778809,0.915078946019185
2016,Denmark,2444,0.0595052590572653,0.0349593396961434,0.556273097538946,0.00382015333756276,0.0434199286695121,0.436008450389683,0.529044546534883,0.459706433099079,0.699424948640259,0.709051321805657,0.505716526934873,1.23333374585979,0.765575749799803
2017,Denmark,3961,0.0964403973509934,0.689423059317656,0.151129761277854,0.123851152914424,0.556273097538946,0.00382015333756276,0.0349593396961434,0.599693026208459,0.439828603727246,0.564003886231026,1.01597953063803,0.703245101977822,0.7440106615018
2018,Denmark,2666,0.0649104012465914,0.00721535028820594,0.257766313157977,0.38412234901973,0.151129761277854,0.123851152914424,0.689423059317656,0.7074028588168,0.127671306251987,0.724382399013799,0.750822787486312,0.56367975664167,1.25342694554868
2019,Denmark,1129,0.0274883132060771,0.0286407912607943,0.152058406783204,0.0941839340167732,0.257766313157977,0.38412234901973,0.00721535028820594,0.408896074435831,0.507973501934154,0.696638409605862,0.965169171974777,0.511793655271717,0.731597749302005
2010,Estonia,5024,0.099583746283449,0.147379850614765,0.00424228806109862,0.844215324158626,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Estonia,4203,0.0833102081268583,0.0633236736356168,0.769778407632966,0,0.00424228806109862,0.844215324158626,0.147379850614765,NA,NA,NA,NA,NA,NA
2012,Estonia,5774,0.114449950445986,0.371319361699758,0.550399423659735,0.209675970917994,0.769778407632966,0,0.0633236736356168,0.774020695694065,0.844215324158626,0.210703524250382,NA,NA,NA
2013,Estonia,4714,0.0934390485629336,0,0.14322773867311,0.791162746956226,0.550399423659735,0.209675970917994,0.371319361699758,1.3201778312927,0.209675970917994,0.434643035335375,1.3244201193538,1.05389129507662,0.58202288595014
2014,Estonia,5963,0.118196233894945,0.294340815925157,0.668455714870151,0.219165808154147,0.14322773867311,0.791162746956226,0,0.693627162332845,1.00083871787422,0.371319361699758,1.46340556996581,1.00083871787422,0.434643035335375
2015,Estonia,5582,0.110644202180377,0.419483302850305,0,0.686958718953461,0.668455714870151,0.219165808154147,0.294340815925157,0.811683453543261,1.01032855511037,0.294340815925157,1.362082877203,1.22000452602837,0.665660177624915
2016,Estonia,5132,0.101724479682854,0.0852177369374835,0.93202705989106,0,0,0.686958718953461,0.419483302850305,0.668455714870151,0.906124527107609,0.713824118775461,0.811683453543261,1.69728727406383,0.713824118775461
2017,Estonia,5547,0.109950445986125,0.665915046316894,0.227527117998523,0.206062295545832,0.93202705989106,0,0.0852177369374835,0.93202705989106,0.686958718953461,0.504701039787788,1.60048277476121,0.906124527107609,0.799041855712945
