Season,Country,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,Region,H3_FINAL,H1_FINAL,H1pdm_FINAL,H3_PROP,H1_PROP,H1pdm_PROP,B_PROP,IS_H1_DOM,IS_H3_DOM,IS_H1pdm_DOM,IS_B_DOM,Y_SINCE_LAST_H3,Y_SINCE_LAST_H1,Y_SINCE_LAST_H1pdm,Y_SINCE_LAST_B
2007,Spain,0,103,357,0,13,229,599,0,0,243,243,842,South West Europe,21.0459459459459,577.954054054054,0,0.0249951852089619,0.686406239969185,0,0.288598574821853,1,0,0,1,1,2,NA,2
2008,Spain,0,1385,12,0,460,371,844,0,0,53,53,897,South West Europe,821.567796610169,21.4322033898305,0,0.915906127770534,0.0238932033331444,0,0.0590858416945373,0,1,0,0,2,1,NA,1
2009,Spain,2163,15940,5,8403,17,383,8808,0,0,116,116,8924,South West Europe,17.7728189910979,5.2272997032641,8784.99988130564,0.00199157541361474,0.00058575747459257,0.984424011800273,0.0129986553115195,0,0,1,0,1,NA,NA,2
2010,Spain,873,9219,0,2824,64,517,3405,0,0,1316,1316,4721,South West Europe,75.4570637119114,0,3329.54293628809,0.015983279752576,0,0.705262219082417,0.278754501165007,0,0,1,1,2,NA,1,3
2011,Spain,937,12204,0,7,3971,1317,5295,3,0,460,463,5758,South West Europe,5285.68250377074,0,9.31749622926094,0.917971952721559,0,0.00161818274214327,0.0804098645362973,0,1,0,0,3,NA,1,1
2012,Spain,1583,12292,0,802,147,248,1197,6,4,3493,3503,4700,South West Europe,185.415173867229,0,1011.58482613277,0.0394500369930274,0,0.215230814070802,0.74531914893617,0,0,1,1,1,NA,2,2
2013,Spain,2675,16960,0,3627,1922,1534,7083,0,0,77,77,7160,South West Europe,2453.32960893855,0,4629.67039106145,0.342643800131082,0,0.646602009924784,0.0107541899441341,0,1,1,0,2,NA,1,1
2014,Spain,2602,18071,0,277,3394,2973,6644,17,0,2605,2622,9266,South West Europe,6142.66848270226,0,501.331517297739,0.662925586305014,0,0.0541044158534145,0.282969997841571,0,1,0,1,1,NA,1,2
2015,Spain,3099,17775,0,5116,152,646,5914,1,0,2710,2711,8625,South West Europe,170.63933181473,0,5743.36066818527,0.0197842703553311,0,0.665896889064959,0.31431884057971,0,0,1,1,1,NA,2,1
2016,Spain,2657,23571,0,21,6110,5755,11886,0,0,149,149,12035,South West Europe,11845.2878812592,0,40.7121187408253,0.984236633257929,0,0.00338281003247406,0.012380556709597,0,1,0,0,2,NA,1,1
2017,Spain,4731,40089,0,1879,3506,5950,11335,306,107,12533,12946,24281,South West Europe,7379.85329619313,0,3955.14670380687,0.303935311403695,0,0.162890601861821,0.533174086734484,0,1,0,1,1,NA,2,2
2018,Spain,4436,38104,0,4010,4805,8455,17270,0,0,78,78,17348,South West Europe,9413.76630743052,0,7856.23369256948,0.542642743107593,0,0.452861061365545,0.00449619552686189,0,1,1,0,1,NA,3,1
2019,Spain,3247,28544,0,3003,371,3744,7124,0,2,2818,2820,9944,South West Europe,782.684647302905,0,6335.31535269709,0.0787092364544353,0,0.637099291300995,0.283588093322607,0,0,1,1,1,NA,1,2
2004,Sweden,0,0,21,0,2,1648,1671,0,0,180,180,1851,Northern Europe,145.304347826087,1525.69565217391,0,0.0785004580367839,0.824254809386231,0,0.0972447325769854,1,0,0,0,NA,NA,NA,NA
2005,Sweden,0,898,0,0,5,433,438,0,0,460,460,898,Northern Europe,438,0,0,0.487750556792873,0,0,0.512249443207127,0,1,0,1,>1,1,NA,>1
2006,Sweden,0,1654,1,0,39,1362,1402,0,0,18,18,1420,Northern Europe,1366.95,35.05,0,0.962640845070423,0.0246830985915493,0,0.0126760563380282,0,1,0,0,1,2,NA,1
2007,Sweden,0,1645,16,0,1,451,468,0,0,829,829,1297,Northern Europe,27.5294117647059,440.470588235294,0,0.0212254524014695,0.339607238423511,0,0.639167309175019,1,0,0,1,1,3,NA,2
2008,Sweden,0,3493,22,0,136,2047,2205,0,0,73,73,2278,Northern Europe,1897.9746835443,307.025316455696,0,0.833175892688456,0.134778453229015,0,0.0320456540825285,0,1,0,0,2,1,NA,1
2009,Sweden,0,51408,3,11400,9,98,11510,1,0,145,146,11656,Northern Europe,9.07728706624606,3.02576235541535,11497.8969505783,0.000778765190995715,0.000259588396998572,0.986435908594573,0.0125257378174331,0,0,1,0,1,NA,NA,2
2010,Sweden,0,19968,0,1208,146,637,1991,20,242,1737,1999,3990,Northern Europe,214.686853766617,0,1776.31314623338,0.0538062290141898,0,0.445191264720146,0.501002506265664,0,0,1,1,2,NA,1,3
2011,Sweden,0,23889,0,164,1292,3532,4988,19,17,128,164,5152,Northern Europe,4426.16483516483,0,561.835164835165,0.859115845334789,0,0.109051856528565,0.031832298136646,0,1,0,0,3,NA,1,1
2012,Sweden,0,33379,0,2618,644,2446,5708,188,17,2833,3038,8746,Northern Europe,1126.90128755365,0,4581.09871244635,0.128847620346861,0,0.52379358706224,0.347358792590899,0,0,1,1,1,NA,2,2
2013,Sweden,0,23464,0,1877,200,478,2555,26,4,210,240,2795,Northern Europe,246.027924891671,0,2308.97207510833,0.0880243022868231,0,0.826108076961835,0.0858676207513417,0,0,1,0,2,NA,1,1
2014,Sweden,0,44261,0,689,2211,3995,6895,126,2,3760,3888,10783,Northern Europe,5256.84310344828,0,1638.15689655172,0.487512111977026,0,0.15192032797475,0.360567560048224,0,1,0,1,3,NA,1,2
2015,Sweden,0,49236,0,2050,104,4804,6958,12,114,2405,2531,9489,Northern Europe,335.94800371402,0,6622.05199628598,0.0354039417972411,0,0.697866160426386,0.266729897776373,0,0,1,1,1,NA,2,1
2016,Sweden,0,68994,0,2,174,12432,12608,3,1,830,834,13442,Northern Europe,12464.7272727273,0,143.272727272727,0.927297074299009,0,0.0106585870609081,0.0620443386400833,0,1,0,0,2,NA,1,1
2017,Sweden,0,90233,0,25,81,7470,7576,381,2,13307,13690,21266,Northern Europe,5789.20754716981,0,1786.79245283019,0.272228324422544,0,0.0840210877847357,0.643750587792721,0,1,0,1,1,NA,2,2
2018,Sweden,0,84477,0,277,90,13816,14183,0,2,114,116,14299,Northern Europe,3478.11989100817,0,10704.8801089918,0.243242177145827,0,0.748645367437711,0.00811245541646269,0,1,1,0,1,NA,3,1
2019,Sweden,0,52944,0,357,500,4459,5316,0,265,2334,2599,7915,Northern Europe,3101.51691948658,0,2214.48308051342,0.391853053630648,0,0.279783080292283,0.328363866077069,0,1,1,1,1,NA,1,2
2002,Switzerland,0,643,1,0,68,71,140,0,0,47,47,187,South West Europe,137.971014492754,2.02898550724638,0,0.737812911725955,0.0108501898783229,0,0.251336898395722,0,1,0,1,NA,NA,NA,NA
2003,Switzerland,0,629,0,0,208,19,227,0,0,1,1,228,South West Europe,227,0,0,0.995614035087719,0,0,0.0043859649122807,0,1,0,0,1,>1,NA,1
2004,Switzerland,0,826,28,0,210,29,267,0,0,40,40,307,South West Europe,235.588235294118,31.4117647058824,0,0.767388388580188,0.102318451810692,0,0.130293159609121,0,1,0,0,1,>2,NA,2
2005,Switzerland,0,727,8,0,11,22,41,0,0,178,178,219,South West Europe,23.7368421052632,17.2631578947368,0,0.108387406873348,0.0788272049987984,0,0.812785388127854,0,0,0,1,1,>3,NA,3
2006,Switzerland,0,918,25,0,238,227,490,0,0,1,1,491,South West Europe,443.422053231939,46.5779467680608,0,0.903099904749367,0.0948634353728326,0,0.00203665987780041,0,1,0,0,2,>4,NA,1
2007,Switzerland,0,916,90,0,4,67,161,2,0,175,177,338,South West Europe,6.85106382978723,154.148936170213,0,0.0202694196147551,0.45606194133199,0,0.523668639053254,1,0,0,1,1,>5,NA,2
2008,Switzerland,0,903,0,0,296,123,419,2,54,33,89,508,South West Europe,419,0,0,0.824803149606299,0,0,0.175196850393701,0,1,0,0,2,1,NA,1
2009,Switzerland,3029,4158,0,1607,0,10,1617,0,2,4,6,1623,South West Europe,0,0,1617,0,0,0.99630314232902,0.00369685767097967,0,0,1,0,1,NA,NA,2
2010,Switzerland,16,998,0,1045,7,163,1215,14,555,74,643,1858,South West Europe,8.08460076045627,0,1206.91539923954,0.00435123829949207,0,0.649577717567031,0.346071044133477,0,0,1,1,2,NA,1,3
2011,Switzerland,0,1450,0,21,220,11,252,14,17,89,120,372,South West Europe,230.041493775934,0,21.9585062240664,0.618391112300897,0,0.0590282425378129,0.32258064516129,0,1,0,1,3,NA,1,1
2012,Switzerland,0,1004,0,141,90,1499,1730,300,15,1092,1407,3137,South West Europe,674.025974025974,0,1055.97402597403,0.214863236858774,0,0.336619071078746,0.44851769206248,0,1,1,1,1,NA,2,1
2013,Switzerland,0,580,0,351,129,1218,1698,3,0,25,28,1726,South West Europe,456.3375,0,1241.6625,0.264390208574739,0,0.71938731170336,0.0162224797219003,0,1,1,0,1,NA,1,1
2014,Switzerland,0,937,0,236,426,4122,4784,130,7,1225,1362,6146,South West Europe,3078.52567975831,0,1705.47432024169,0.500899069274049,0,0.277493381100178,0.221607549625773,0,1,1,1,1,NA,1,2
2015,Switzerland,0,985,0,284,30,1317,1631,10,291,1746,2047,3678,South West Europe,155.828025477707,0,1475.17197452229,0.0423675980091645,0,0.401079927820091,0.556552474170745,0,0,1,1,1,NA,1,1
2016,Switzerland,0,982,0,11,710,8933,9654,14,2,251,267,9921,South West Europe,9506.71289875173,0,147.287101248266,0.958241396910768,0,0.0148459934732654,0.0269126096159661,0,1,0,0,2,NA,1,1
2017,Switzerland,0,1304,0,369,58,4190,4617,491,7,8782,9280,13897,South West Europe,627.133489461358,0,3989.86651053864,0.0451272569231747,0,0.287102720769853,0.667770022306973,0,0,1,1,1,NA,2,2
2018,Switzerland,0,1011,0,288,297,13331,13916,1,0,100,101,14017,South West Europe,7065.04615384615,0,6850.95384615385,0.504034112423925,0,0.488760351441382,0.00720553613469359,0,1,1,0,2,NA,1,1
2019,Switzerland,0,958,0,271,143,7410,7824,0,163,2577,2740,10564,South West Europe,2702.49275362319,0,5121.50724637681,0.255820972512608,0,0.484807577279138,0.259371450208254,0,1,1,1,1,NA,1,2
2008,Turkey,0,870,1,0,53,0,54,0,8,100,108,162,Western Asia,53,1,0,0.327160493827161,0.00617283950617284,0,0.666666666666667,0,1,0,1,NA,NA,NA,NA
2009,Turkey,17664,17407,0,7478,11,0,7489,4,0,7,11,7500,Western Asia,11,0,7478,0.00146666666666667,0,0.997066666666667,0.00146666666666667,0,0,1,0,1,NA,NA,1
2010,Turkey,0,8080,0,876,496,0,1372,0,0,1397,1397,2769,Western Asia,496,0,876,0.179126038280968,0,0.316359696641387,0.504514265077645,0,0,1,1,2,NA,1,2
2011,Turkey,0,7643,0,4,1194,30,1228,4,178,286,468,1696,Western Asia,1223.89983305509,0,4.10016694490818,0.721639052508898,0,0.00241755126468643,0.275943396226415,0,1,0,1,3,NA,1,1
2012,Turkey,0,12638,0,1860,106,6,1972,0,0,56,56,2028,Western Asia,106.323499491353,0,1865.67650050865,0.0524277610904108,0,0.919958826680792,0.0276134122287968,0,0,1,0,1,NA,2,1
2013,Turkey,0,10728,0,48,1628,4,1680,0,0,432,432,2112,Western Asia,1631.88544152745,0,48.1145584725537,0.772673031026253,0,0.0227815144282925,0.204545454545455,0,1,0,1,2,NA,1,2
2014,Turkey,0,7821,0,783,181,6,970,0,0,1003,1003,1973,Western Asia,182.126556016598,0,787.873443983402,0.0923094556597048,0,0.399327645201927,0.508362899138368,0,0,1,1,1,NA,2,1
2015,Turkey,0,18203,0,4615,2330,14,6959,0,0,1265,1265,8224,Western Asia,2334.69690424766,0,4624.30309575234,0.283888242248013,0,0.562293664366773,0.153818093385214,0,1,1,0,2,NA,1,1
2016,Turkey,0,7777,0,3,1059,0,1062,0,0,416,416,1478,Western Asia,1059,0,3,0.716508795669824,0,0.0020297699594046,0.281461434370771,0,1,0,1,1,NA,1,2
2017,Turkey,0,9346,0,1032,122,3,1157,0,0,618,618,1775,Western Asia,122.317157712305,0,1034.68284228769,0.0689110747674958,0,0.582919911147997,0.348169014084507,0,0,1,1,1,NA,2,1
2018,Turkey,0,5699,0,108,947,0,1055,0,0,171,171,1226,Western Asia,947,0,108,0.772430668841762,0,0.0880913539967374,0.139477977161501,0,1,0,0,2,NA,1,1
2019,Turkey,0,5597,0,1246,20,0,1266,0,0,672,672,1938,Western Asia,20,0,1246,0.0103199174406605,0,0.642930856553148,0.346749226006192,0,0,1,1,1,NA,2,2
2002,Ukraine,0,2503,62,0,23,0,85,0,0,8,8,93,Eastern Europe,23,62,0,0.247311827956989,0.666666666666667,0,0.0860215053763441,1,1,0,0,NA,NA,NA,NA
2003,Ukraine,0,1109,18,0,17,21,56,0,0,3,3,59,Eastern Europe,27.2,28.8,0,0.461016949152542,0.488135593220339,0,0.0508474576271186,1,1,0,0,1,1,NA,>1
2004,Ukraine,0,1914,10,0,22,0,32,0,0,66,66,98,Eastern Europe,22,10,0,0.224489795918367,0.102040816326531,0,0.673469387755102,0,1,0,1,1,1,NA,>2
2005,Ukraine,0,1747,2,0,11,1,14,0,0,9,9,23,Eastern Europe,11.8461538461538,2.15384615384615,0,0.51505016722408,0.0936454849498328,0,0.391304347826087,0,1,0,1,1,2,NA,1
2006,Ukraine,0,2347,23,0,35,56,114,0,0,42,42,156,Eastern Europe,68.7931034482759,45.2068965517241,0,0.440981432360743,0.289787798408488,0,0.269230769230769,1,1,0,1,1,3,NA,1
2007,Ukraine,0,2828,54,0,0,72,126,0,0,65,65,191,Eastern Europe,0,126,0,0,0.659685863874346,0,0.340314136125654,1,0,0,1,1,1,NA,1
2008,Ukraine,0,1953,0,0,10,106,116,0,0,10,10,126,Eastern Europe,116,0,0,0.920634920634921,0,0,0.0793650793650794,0,1,0,0,2,1,NA,1
2009,Ukraine,0,7192,0,2258,2,506,2766,0,2,26,28,2794,Eastern Europe,2.44778761061947,0,2763.55221238938,0.000876087190629731,0,0.989102438220967,0.0100214745884037,0,0,1,0,1,NA,NA,2
2010,Ukraine,0,15217,0,1922,56,422,2400,0,2,2173,2175,4575,Eastern Europe,67.9474216380182,0,2332.05257836198,0.014851895440004,0,0.509738268494422,0.475409836065574,0,0,1,1,2,NA,1,3
2011,Ukraine,0,6281,0,0,478,628,1106,0,0,18,18,1124,Eastern Europe,1106,0,0,0.983985765124555,0,0,0.0160142348754448,0,1,0,0,3,NA,1,1
2012,Ukraine,0,6146,0,368,128,262,758,0,0,219,219,977,Eastern Europe,195.612903225806,0,562.387096774194,0.200217915277182,0,0.575626506421897,0.224155578300921,0,1,1,1,1,NA,2,2
2013,Ukraine,0,9035,0,101,677,439,1217,0,0,167,167,1384,Eastern Europe,1059.00899742931,0,157.991002570694,0.76517991143736,0,0.114155348678247,0.120664739884393,0,1,0,0,1,NA,1,1
2014,Ukraine,1167,7705,0,120,139,235,494,32,0,1096,1128,1622,Eastern Europe,265.119691119691,0,228.880308880309,0.16345233731177,0,0.141109931492176,0.695437731196054,0,0,0,1,1,NA,2,2
2015,Ukraine,557,8332,0,1792,93,566,2451,0,0,23,23,2474,Eastern Europe,120.924668435013,0,2330.07533156499,0.0488782006608784,0,0.941825113809615,0.00929668552950687,0,0,1,0,2,NA,3,1
2016,Ukraine,0,3923,0,2,907,352,1261,0,0,160,160,1421,Eastern Europe,1258.22552255226,0,2.77447744774477,0.88545075478695,0,0.00195248236998225,0.112596762843068,0,1,0,0,3,NA,1,2
2017,Ukraine,0,3244,0,42,22,34,98,43,99,685,827,925,Eastern Europe,33.6875,0,64.3125,0.0364189189189189,0,0.069527027027027,0.894054054054054,0,0,0,1,1,NA,2,3
2018,Ukraine,0,2759,0,200,434,235,869,0,0,1,1,870,Eastern Europe,594.867507886435,0,274.132492113565,0.683755756191305,0,0.315094818521339,0.00114942528735632,0,1,1,0,2,NA,3,1
2019,Ukraine,0,2836,0,604,16,342,962,0,0,84,84,1046,Eastern Europe,24.8258064516129,0,937.174193548387,0.023734040584716,0,0.895960032073028,0.0803059273422562,0,0,1,0,1,NA,1,2
2002,United Kingdom of Great Britain and Northern Ireland,0,1780,30,0,287,0,317,1,231,74,306,623,Northern Europe,287,30,0,0.460674157303371,0.0481540930979133,0,0.491171749598716,0,1,0,1,NA,NA,NA,NA
2003,United Kingdom of Great Britain and Northern Ireland,0,2391,10,0,1443,0,1453,1,0,5,6,1459,Northern Europe,1443,10,0,0.989033584647019,0.00685400959561343,0,0.00411240575736806,0,1,0,0,1,>1,NA,1
2004,United Kingdom of Great Britain and Northern Ireland,0,2156,148,0,755,0,903,90,21,55,166,1069,Northern Europe,755,148,0,0.706267539756782,0.13844714686623,0,0.155285313376988,0,1,0,0,1,>2,NA,2
2005,United Kingdom of Great Britain and Northern Ireland,0,2386,111,0,73,0,184,0,1,404,405,589,Northern Europe,73,111,0,0.123938879456706,0.188455008488964,0,0.687606112054329,0,0,0,1,1,>3,NA,3
2006,United Kingdom of Great Britain and Northern Ireland,0,2295,34,0,859,0,893,6,1,8,15,908,Northern Europe,859,34,0,0.946035242290749,0.0374449339207048,0,0.0165198237885463,0,1,0,0,2,>4,NA,1
2007,United Kingdom of Great Britain and Northern Ireland,0,2162,557,0,54,0,611,195,0,71,266,877,Northern Europe,54,557,0,0.0615735461801596,0.635119726339795,0,0.303306727480046,1,0,0,1,1,>5,NA,2
2008,United Kingdom of Great Britain and Northern Ireland,0,3463,85,0,1163,0,1251,16,88,6,110,1361,Northern Europe,1163,85,0,0.854518736223365,0.0624540778839089,0,0.0808229243203527,0,1,0,0,2,1,NA,1
2009,United Kingdom of Great Britain and Northern Ireland,11259,9420,2,2896,19,1,2918,0,0,17,17,2935,Northern Europe,19.0065135413096,2.00068563592732,2896.99280082276,0.00647581381305266,0.00068166461190028,0.987050358031606,0.00579216354344123,0,0,1,0,1,NA,NA,2
2010,United Kingdom of Great Britain and Northern Ireland,53,23868,0,3559,59,5146,8764,0,2,4028,4030,12794,Northern Europe,142.917634051962,0,8621.08236594804,0.011170676414879,0,0.67383792136533,0.314991402219791,0,0,1,1,2,NA,1,3
2011,United Kingdom of Great Britain and Northern Ireland,0,26136,0,13,1294,1688,2995,0,0,377,377,3372,Northern Europe,2965.2104055088,0,29.7895944912012,0.879362516461684,0,0.00883439931530285,0.111803084223013,0,1,0,0,3,NA,1,1
2012,United Kingdom of Great Britain and Northern Ireland,0,41551,0,585,2465,2536,5586,454,103,3795,4352,9938,Northern Europe,4514.5868852459,0,1071.4131147541,0.454275194731928,0,0.107809731812648,0.437915073455424,0,1,0,1,1,NA,2,2
2013,United Kingdom of Great Britain and Northern Ireland,0,43201,0,2031,554,1984,4569,8,3,217,228,4797,Northern Europe,979.197678916828,0,3589.80232108317,0.204127095875928,0,0.74834319805778,0.0475297060662914,0,1,1,0,1,NA,3,1
2014,United Kingdom of Great Britain and Northern Ireland,0,49192,0,155,2901,1549,4605,176,14,1197,1387,5992,Northern Europe,4371.43488219895,0,233.565117801047,0.729545207309572,0,0.0389794922898944,0.231475300400534,0,1,0,1,1,NA,1,2
2015,United Kingdom of Great Britain and Northern Ireland,0,67130,0,4633,191,6636,11460,27,381,4807,5215,16675,Northern Europe,453.743781094527,0,11006.2562189055,0.0272110213549941,0,0.660045350459099,0.312743628185907,0,0,1,1,1,NA,2,1
2016,United Kingdom of Great Britain and Northern Ireland,0,74014,0,41,4224,8275,12540,357,10,2145,2512,15052,Northern Europe,12419.4513481829,0,120.548651817116,0.825103065917013,0,0.00800881290307707,0.16688812117991,0,1,0,0,2,NA,1,1
2017,United Kingdom of Great Britain and Northern Ireland,0,83153,0,894,7042,17884,25820,494,4,21466,21964,47784,Northern Europe,22911.345766129,0,2908.65423387097,0.479477351542965,0,0.0608708821754346,0.459651766281601,0,1,0,1,1,NA,2,2
2018,United Kingdom of Great Britain and Northern Ireland,0,76158,0,6577,2152,27266,35995,0,0,611,611,36606,Northern Europe,8874.01076870203,0,27120.989231298,0.242419569707207,0,0.740889177492705,0.0166912528000874,0,1,1,0,1,NA,3,1
2019,United Kingdom of Great Britain and Northern Ireland,0,70958,0,1252,5744,12982,19978,0,0,2736,2736,22714,Northern Europe,16402.7489994282,0,3575.25100057176,0.722142687304228,0,0.157402967358094,0.120454345337677,0,1,0,0,1,NA,1,2
2002,United States of America,0,109912,2243,0,951,3081,6275,0,0,4831,4831,11106,North America,1868.35472761428,4406.64527238572,0,0.16822931096833,0.396780593587766,0,0.434990095443904,1,0,0,1,NA,NA,NA,NA
2003,United States of America,0,139181,2,0,7192,17556,24750,0,0,287,287,25037,North America,24743.119266055,6.88073394495413,0,0.988262142671049,0.000274822620320091,0,0.0114630347086312,0,1,0,0,>1,1,NA,1
2004,United States of America,0,177596,18,0,5907,12345,18270,0,0,6166,6166,24436,North America,18214.4962025316,55.5037974683544,0,0.745395981442611,0.00227139456000796,0,0.252332623997381,0,1,0,1,1,2,NA,2
2005,United States of America,0,138012,415,0,4973,7793,13181,0,0,3160,3160,16341,North America,12165.7596510765,1015.24034892353,0,0.744492971732236,0.0621284100681436,0,0.193378618199621,0,1,0,0,1,3,NA,1
2006,United States of America,0,193504,3925,0,2424,13097,19446,0,0,5309,5309,24755,North America,7424.33517089305,12021.6648291069,0,0.299912549823997,0.485625725271943,0,0.21446172490406,1,1,0,1,1,4,NA,2
2007,United States of America,0,255677,2554,0,6945,20281,29780,0,0,12068,12068,41848,North America,21773.0392672913,8006.96073270871,0,0.520288646226613,0.191334370405006,0,0.288376983368381,0,1,0,1,1,1,NA,1
2008,United States of America,129007,196573,6516,0,776,10395,17687,0,0,9054,9054,26741,North America,1882.21503017005,15804.78496983,0,0.0703868602584065,0.591031934850228,0,0.338581204891365,1,0,0,1,1,2,NA,1
2009,United States of America,546427,546427,121,80879,221,27108,108330,0,0,398,398,108728,North America,294.760086677091,161.384481845828,107872.855431477,0.00271098600799326,0.00148429550663884,0.992135010590437,0.00366051063203591,0,0,1,0,2,NA,NA,1
2010,United States of America,295820,295874,0,10949,17963,12439,41351,0,0,14655,14655,56006,North America,25691.3396859436,0,15659.6603140564,0.458724773880362,0,0.279606833447424,0.261668392672214,0,1,1,1,3,NA,1,2
2011,United States of America,212272,212272,0,4141,11790,4756,20689,0,0,4437,4437,25126,North America,15309.7564496893,0,5377.24355031072,0.60931928877216,0,0.214011125937703,0.1765899864682,0,1,1,0,1,NA,1,1
2012,United States of America,360634,360634,0,1579,33949,17022,52828,0,0,22194,22194,75022,North America,50214.4773136681,0,2335.52268633191,0.669330027374211,0,0.0311311706743609,0.295833222254805,0,1,0,1,1,NA,1,2
2013,United States of America,355057,355057,0,26941,3593,15870,46411,0,0,7515,7515,53926,North America,5460.4562782472,0,40943.5437217528,0.101258322112658,0,0.759254232128339,0.139357638245002,0,0,1,0,1,NA,2,1
2014,United States of America,785290,785287,0,262,53140,53124,106531,0,0,21868,21868,128399,North America,106003.363918954,0,522.636081045654,0.825577799818958,0,0.00407040616395497,0.170312852903839,0,1,0,0,2,NA,1,2
2015,United States of America,869399,869399,0,15435,4429,47502,67367,3771,1743,26301,31815,99182,North America,15020.3390052356,0,52345.6609947644,0.151442187143187,0,0.527773799628606,0.320773930753564,0,0,1,1,1,NA,2,3
2016,United States of America,1156066,1156066,0,987,31827,93844,126658,5869,2298,41865,50032,176690,North America,122848.301517645,0,3809.69848235509,0.695275915544994,0,0.0215614832891227,0.283162601165884,0,1,0,1,2,NA,1,1
2017,United States of America,1549606,1549606,0,5937,33145,161376,200458,11375,1367,82236,94978,295436,North America,170006.151425209,0,30451.8485747915,0.575441555616812,0,0.103074265068548,0.32148417931464,0,1,0,1,1,NA,2,1
2018,United States of America,1430587,1430587,0,23057,18209,171637,212903,484,950,12077,13511,226414,North America,93945.3963795861,0,118957.603620414,0.414927506159452,0,0.525398622083502,0.0596738717570468,0,1,1,0,1,NA,3,1
2019,United States of America,1397535,1397535,0,23414,2346,132197,157957,245,15181,119919,135345,293302,North America,14385.3696428571,0,143571.630357143,0.0490462719069667,0,0.489501027463648,0.461452700629385,0,0,1,1,1,NA,1,2
2003,Uruguay,0,305,16,0,37,27,80,0,0,3,3,83,Temperate South America,55.8490566037736,24.1509433962264,0,0.672880200045465,0.290975221641282,0,0.036144578313253,1,1,0,0,NA,NA,NA,NA
2004,Uruguay,0,432,0,0,5,31,36,0,0,10,10,46,Temperate South America,36,0,0,0.782608695652174,0,0,0.217391304347826,0,1,0,1,1,1,NA,>1
2005,Uruguay,0,275,2,0,26,58,86,0,0,31,31,117,Temperate South America,79.8571428571429,6.14285714285714,0,0.682539682539683,0.0525030525030525,0,0.264957264957265,0,1,0,1,1,2,NA,1
2006,Uruguay,0,151,10,0,0,42,52,0,0,2,2,54,Temperate South America,0,52,0,0,0.962962962962963,0,0.037037037037037,1,0,0,0,1,3,NA,1
2007,Uruguay,0,516,0,0,32,26,58,0,0,8,8,66,Temperate South America,58,0,0,0.878787878787879,0,0,0.121212121212121,0,1,0,0,2,1,NA,2
2008,Uruguay,0,376,25,0,0,10,35,0,0,45,45,80,Temperate South America,0,35,0,0,0.4375,0,0.5625,1,0,0,1,1,2,NA,3
2009,Uruguay,441,451,0,126,0,27,153,0,0,0,0,153,Temperate South America,0,0,153,0,0,1,0,0,0,1,0,2,NA,NA,1
2010,Uruguay,0,2162,0,0,162,0,162,0,0,0,0,162,Temperate South America,162,0,0,1,0,0,0,0,1,0,0,3,NA,1,2
2011,Uruguay,0,2284,0,232,121,2,355,0,0,2,2,357,Temperate South America,121.685552407932,0,233.314447592068,0.340855889097849,0,0.653541870005793,0.00560224089635854,0,1,1,0,1,NA,2,3
2012,Uruguay,0,448,0,1,33,1,35,0,0,24,24,59,Temperate South America,33.9705882352941,0,1.02941176470588,0.575772681954138,0,0.0174476570289133,0.406779661016949,0,1,0,1,1,NA,1,4
2013,Uruguay,0,829,0,87,18,4,109,0,0,3,3,112,Temperate South America,18.6857142857143,0,90.3142857142857,0.166836734693878,0,0.806377551020408,0.0267857142857143,0,0,1,0,1,NA,2,1
2014,Uruguay,0,852,0,0,44,0,44,0,0,8,8,52,Temperate South America,44,0,0,0.846153846153846,0,0,0.153846153846154,0,1,0,0,2,NA,1,2
2015,Uruguay,0,383,0,0,25,0,25,0,0,18,18,43,Temperate South America,25,0,0,0.581395348837209,0,0,0.418604651162791,0,1,0,1,1,NA,2,3
2016,Uruguay,0,853,0,83,0,0,83,1,3,0,4,87,Temperate South America,0,0,83,0,0,0.954022988505747,0.0459770114942529,0,0,1,0,1,NA,3,1
2017,Uruguay,0,971,0,0,109,0,109,38,50,0,88,197,Temperate South America,109,0,0,0.553299492385787,0,0,0.446700507614213,0,1,0,1,2,NA,1,2
2018,Uruguay,0,1076,0,69,32,0,101,23,0,0,23,124,Temperate South America,32,0,69,0.258064516129032,0,0.556451612903226,0.185483870967742,0,1,1,0,1,NA,2,1
2019,Uruguay,0,1190,0,86,39,0,125,4,11,0,15,140,Temperate South America,39,0,86,0.278571428571429,0,0.614285714285714,0.107142857142857,0,1,1,0,1,NA,1,2
