Season,Country,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,Region,H3_FINAL,H1_FINAL,H1pdm_FINAL,H3_PROP,H1_PROP,H1pdm_PROP,B_PROP,IS_H1_DOM,IS_H3_DOM,IS_H1pdm_DOM,IS_B_DOM,Y_SINCE_LAST_H3,Y_SINCE_LAST_H1,Y_SINCE_LAST_H1pdm,Y_SINCE_LAST_B
2010,Albania,0,693,0,101,17,0,118,0,0,25,25,143,South West Europe,17,0,101,0.118881118881119,0,0.706293706293706,0.174825174825175,0,0,1,0,NA,NA,1,NA
2011,Albania,0,332,0,0,98,0,98,0,0,24,24,122,South West Europe,98,0,0,0.80327868852459,0,0,0.19672131147541,0,1,0,0,>1,NA,1,>1
2012,Albania,0,405,0,13,8,0,21,0,0,76,76,97,South West Europe,8,0,13,0.0824742268041237,0,0.134020618556701,0.783505154639175,0,0,0,1,1,NA,2,>2
2013,Albania,0,845,0,77,68,11,156,0,0,0,0,156,South West Europe,73.1586206896552,0,82.8413793103448,0.468965517241379,0,0.531034482758621,0,0,1,1,0,2,NA,3,1
2014,Albania,0,298,0,30,18,0,48,0,10,10,20,68,South West Europe,18,0,30,0.264705882352941,0,0.441176470588235,0.294117647058824,0,1,1,1,1,NA,1,2
2015,Albania,0,674,0,109,4,0,113,0,85,16,101,214,South West Europe,4,0,109,0.0186915887850467,0,0.509345794392523,0.47196261682243,0,0,1,1,1,NA,1,1
2016,Albania,0,669,0,0,233,0,233,0,0,1,1,234,South West Europe,233,0,0,0.995726495726496,0,0,0.00427350427350427,0,1,0,0,2,NA,1,1
2017,Albania,0,1083,0,148,3,4,155,186,0,11,197,352,South West Europe,3.0794701986755,0,151.920529801325,0.00874849488260084,0,0.431592414208308,0.559659090909091,0,0,1,1,1,NA,2,2
2018,Albania,0,1199,0,367,76,83,526,0,0,1,1,527,South West Europe,90.2392776523702,0,435.76072234763,0.171232025905826,0,0.826870440887343,0.00189753320683112,0,0,1,0,2,NA,1,1
2019,Albania,0,1294,21,33,49,143,246,0,180,19,199,445,South West Europe,117.029126213592,50.1553398058252,78.8155339805825,0.262986800479983,0.112708628777135,0.177113559506927,0.447191011235955,0,1,0,1,3,NA,1,2
2002,Argentina,0,993,16,0,7,104,127,0,0,263,263,390,Temperate South America,38.6521739130435,88.3478260869565,0,0.099108138238573,0.226532887402453,0,0.674358974358974,1,0,0,1,NA,NA,NA,NA
2003,Argentina,0,19136,264,0,250,795,1309,0,0,20,20,1329,Temperate South America,636.673151750973,672.326848249027,0,0.47906181471104,0.505889276334859,0,0.0150489089541008,1,1,0,0,>1,1,NA,1
2004,Argentina,0,14038,0,0,352,369,721,0,0,107,107,828,Temperate South America,721,0,0,0.870772946859903,0,0,0.129227053140097,0,1,0,0,1,1,NA,2
2005,Argentina,0,22162,0,0,436,313,749,0,0,95,95,844,Temperate South America,749,0,0,0.887440758293839,0,0,0.112559241706161,0,1,0,0,1,2,NA,3
2006,Argentina,0,17819,256,0,25,260,541,0,0,143,143,684,Temperate South America,48.1316725978648,492.868327402135,0,0.0703679423945391,0.720567730120081,0,0.20906432748538,1,0,0,1,1,3,NA,4
2007,Argentina,0,20506,0,0,321,632,953,0,0,20,20,973,Temperate South America,953,0,0,0.979445015416238,0,0,0.0205549845837616,0,1,0,0,2,1,NA,1
2008,Argentina,0,18628,20,0,0,428,448,31,0,302,333,781,Temperate South America,0,448,0,0,0.573623559539053,0,0.426376440460948,1,0,0,1,1,2,NA,2
2009,Argentina,7880,7880,35,2893,7,644,3579,0,0,0,0,3579,Temperate South America,8.53594548551959,42.679727427598,3527.78432708688,0.00238500851788756,0.0119250425894378,0.985689948892675,0,0,0,1,0,2,NA,NA,1
2010,Argentina,1574,70605,1,35,142,1041,1219,2,103,791,896,2115,Temperate South America,972.460674157303,6.84831460674157,239.691011235955,0.459792280925439,0.00323797380933408,0.113329083326693,0.423640661938534,0,1,0,1,3,NA,1,2
2011,Argentina,637,66130,0,244,865,1012,2121,0,0,45,45,2166,Temperate South America,1654.34174932372,0,466.658250676285,0.76377735425841,0,0.215447022472892,0.0207756232686981,0,1,1,0,1,NA,2,1
2012,Argentina,373,70396,0,535,248,1116,1899,52,294,794,1140,3039,Temperate South America,601.471264367816,0,1297.52873563218,0.197917494033503,0,0.426959110112598,0.375123395853899,0,0,1,1,1,NA,1,2
2013,Argentina,1168,78573,0,3142,1033,2144,6321,2,0,524,526,6847,Temperate South America,1563.47952095808,0,4755.52047904192,0.228345190734348,0,0.694540744711832,0.0768219658244487,0,1,1,0,2,NA,1,1
2014,Argentina,275,60283,0,16,1120,667,1804,133,51,362,546,2350,Temperate South America,1777.60563380282,0,25.3943661971831,0.756427929277794,0,0.0108061132753971,0.232340425531915,0,1,0,1,1,NA,1,2
2015,Argentina,427,60966,0,190,1056,755,2001,39,26,223,288,2289,Temperate South America,1695.87158908507,0,305.128410914928,0.740878806939743,0,0.13330205806681,0.125819134993447,0,1,0,0,1,NA,2,1
2016,Argentina,708,81467,0,4045,30,2172,6247,17,205,588,810,7057,Temperate South America,45.9901840490798,0,6201.00981595092,0.00651695962152186,0,0.878703388968531,0.114779651409948,0,0,1,0,1,NA,3,2
2017,Argentina,0,84441,0,8,2715,2771,5494,293,42,737,1072,6566,Temperate South America,5477.8589790672,0,16.1410209327947,0.834276420814378,0,0.00245827306317312,0.163265306122449,0,1,0,0,2,NA,1,3
2018,Argentina,0,77048,0,1569,141,1189,2899,487,109,1120,1716,4615,Temperate South America,239.040350877193,0,2659.95964912281,0.0517963923894243,0,0.576372621695083,0.371830985915493,0,0,1,1,1,NA,2,4
2019,Argentina,0,96202,0,1819,1417,2632,5868,21,80,508,609,6477,Temperate South America,2569.51668726823,0,3298.48331273177,0.396714016870192,0,0.509260971550373,0.0940250115794349,0,1,1,0,2,NA,1,1
2002,Australia,0,629,0,0,118,302,420,0,0,210,210,630,Oceania Melanesia Polynesia,420,0,0,0.666666666666667,0,0,0.333333333333333,0,1,0,1,NA,NA,NA,NA
2003,Australia,0,2203,0,0,365,348,713,0,0,4,4,717,Oceania Melanesia Polynesia,713,0,0,0.99442119944212,0,0,0.00557880055788006,0,1,0,0,1,>1,NA,1
2004,Australia,0,3094,0,0,31,117,148,0,0,75,75,223,Oceania Melanesia Polynesia,148,0,0,0.663677130044843,0,0,0.336322869955157,0,1,0,1,1,>2,NA,2
2005,Australia,0,3774,55,0,109,449,613,0,0,99,99,712,Oceania Melanesia Polynesia,407.420731707317,205.579268292683,0,0.572220128802412,0.288734927377364,0,0.139044943820225,1,1,0,0,1,>3,NA,1
2006,Australia,0,2169,6,0,16,120,142,0,0,117,117,259,Oceania Melanesia Polynesia,103.272727272727,38.7272727272727,0,0.398736398736399,0.14952614952615,0,0.451737451737452,0,1,0,1,1,1,NA,2
2007,Australia,0,8690,93,0,606,572,1271,0,0,84,84,1355,Oceania Melanesia Polynesia,1101.89699570815,169.103004291845,0,0.813208114913767,0.124799265160034,0,0.0619926199261993,0,1,0,0,1,2,NA,1
2008,Australia,0,5173,137,0,164,34,335,0,0,433,433,768,Oceania Melanesia Polynesia,182.524916943522,152.475083056478,0,0.23766265227021,0.198535264396456,0,0.563802083333333,0,1,0,1,1,3,NA,2
2009,Australia,18315,14642,70,4050,367,14,4501,0,0,5,5,4506,Oceania Melanesia Polynesia,368.145085803432,70.2184087363495,4062.63650546022,0.0817010842883782,0.0155833130795272,0.901605971029787,0.00110963160230803,0,0,1,0,1,NA,NA,1
2010,Australia,8777,8777,0,646,134,12,792,0,0,460,460,1252,Oceania Melanesia Polynesia,136.061538461538,0,655.938461538462,0.108675350208897,0,0.523912509216024,0.36741214057508,0,0,1,1,2,NA,1,2
2011,Australia,22461,22461,1,799,808,42,1650,0,0,390,390,2040,Oceania Melanesia Polynesia,829.10447761194,1.02611940298507,819.869402985075,0.406423763535265,0.000502999707345625,0.401896766169154,0.191176470588235,0,1,1,0,3,NA,1,1
2012,Australia,29072,29018,0,101,3147,85,3333,105,17,1343,1465,4798,Oceania Melanesia Polynesia,3229.35683497537,0,103.643165024631,0.673063116918585,0,0.0216013265995478,0.305335556481867,0,1,0,1,1,NA,1,2
2013,Australia,19509,19368,0,557,1045,32,1634,0,0,368,368,2002,Oceania Melanesia Polynesia,1065.87390761548,0,568.126092384519,0.532404549258482,0,0.283779266925334,0.183816183816184,0,1,1,0,1,NA,2,1
2014,Australia,20223,20151,1,1700,1124,186,3011,0,0,462,462,3473,Oceania Melanesia Polynesia,1198.00495575221,1.0658407079646,1811.92920353982,0.344948158869051,0.000306893379776735,0.52171874562045,0.133026202130723,0,1,1,0,1,NA,1,2
2015,Australia,0,21302,0,244,1533,48,1825,0,0,1800,1800,3625,Oceania Melanesia Polynesia,1574.40911648846,0,250.590883511536,0.43431975627268,0,0.0691285195893893,0.496551724137931,0,1,0,1,1,NA,1,3
2016,Australia,22321,44184,0,588,2893,2085,5566,0,0,1139,1139,6705,Oceania Melanesia Polynesia,4625.80810112037,0,940.191898879632,0.689904265640622,0,0.140222505425747,0.169873228933632,0,1,0,0,1,NA,2,1
2017,Australia,41805,56463,0,507,2248,4929,7684,0,0,2825,2825,10509,Oceania Melanesia Polynesia,6269.92087114338,0,1414.07912885662,0.596623929122026,0,0.134558866576898,0.268817204301075,0,1,0,1,1,NA,3,2
2018,Australia,37426,52060,0,2058,695,1116,3869,0,0,395,395,4264,Oceania Melanesia Polynesia,976.73628768616,0,2892.26371231384,0.229065733509888,0,0.678298243976041,0.0926360225140713,0,1,1,0,1,NA,4,1
2019,Australia,68893,93484,0,674,4586,6775,12035,0,0,1967,1967,14002,Oceania Melanesia Polynesia,10492.8726235741,0,1542.12737642586,0.749383846848603,0,0.110136221713031,0.140479931438366,0,1,0,0,1,NA,1,2
2010,Austria,0,3033,0,688,13,32,733,0,0,198,198,931,South West Europe,13.5934379457917,0,719.406562054208,0.0146009000491855,0,0.772724556449203,0.212674543501611,0,0,1,1,NA,NA,1,NA
2011,Austria,0,4241,0,0,323,355,678,0,0,90,90,768,South West Europe,678,0,0,0.8828125,0,0,0.1171875,0,1,0,0,>1,NA,1,1
2012,Austria,0,11709,0,988,176,518,1682,0,0,1102,1102,2784,South West Europe,254.323024054983,0,1427.67697594502,0.0913516609392898,0,0.512815005727377,0.395833333333333,0,0,1,1,1,NA,2,2
2013,Austria,0,9292,0,234,242,710,1186,0,0,52,52,1238,South West Europe,602.966386554622,0,583.033613445378,0.487048777507772,0,0.470947991474457,0.0420032310177706,0,1,1,0,2,NA,1,1
2014,Austria,0,7976,0,247,644,941,1832,0,0,660,660,2492,South West Europe,1324.1391694725,0,507.860830527497,0.531356007011438,0,0.203796480950039,0.264847512038523,0,1,1,1,1,NA,1,2
2015,Austria,0,6837,0,307,103,387,797,0,0,1034,1034,1831,South West Europe,200.221951219512,0,596.778048780488,0.109351147580291,0,0.325930119486886,0.564718732932824,0,0,1,1,1,NA,1,1
2016,Austria,0,8621,0,21,1012,1307,2340,0,0,42,42,2382,South West Europe,2292.4298160697,0,47.5701839303001,0.962397068039337,0,0.0199706901470613,0.017632241813602,0,1,0,0,2,NA,1,1
2017,Austria,0,14570,0,676,138,992,1806,0,0,3503,3503,5309,South West Europe,306.176904176904,0,1499.8230958231,0.0576712948157665,0,0.282505763010566,0.659822942173667,0,0,1,1,1,NA,2,2
2018,Austria,0,13756,0,340,157,2982,3479,0,0,16,16,3495,South West Europe,1099,0,2380,0.31444921316166,0,0.680972818311874,0.00457796852646638,0,1,1,0,2,NA,1,1
2019,Austria,0,16710,0,348,465,3540,4353,1,108,1164,1273,5626,South West Europe,2489.72324723247,0,1863.27675276753,0.442538792611531,0,0.3311903222125,0.226270885175969,0,1,1,1,1,NA,1,2
2010,Belarus,0,7912,0,914,0,53,967,0,0,262,262,1229,Eastern Europe,0,0,967,0,0,0.786818551668023,0.213181448331977,0,0,1,1,NA,NA,1,NA
2011,Belarus,0,2842,0,3,75,2,80,0,0,2,2,82,Eastern Europe,76.9230769230769,0,3.07692307692308,0.938086303939962,0,0.0375234521575985,0.024390243902439,0,1,0,0,>1,NA,1,1
2012,Belarus,0,3225,0,288,92,9,389,0,0,71,71,460,Eastern Europe,94.178947368421,0,294.821052631579,0.204736842105263,0,0.64091533180778,0.154347826086957,0,1,1,0,1,NA,2,2
2013,Belarus,0,2508,0,57,27,5,89,0,0,24,24,113,Eastern Europe,28.6071428571429,0,60.3928571428571,0.253160556257901,0,0.534450063211125,0.212389380530973,0,1,1,1,1,NA,1,3
2014,Belarus,0,4036,0,8,340,7,355,11,0,180,191,546,Eastern Europe,346.83908045977,0,8.16091954022989,0.63523641109848,0,0.0149467390846701,0.34981684981685,0,1,0,1,1,NA,1,1
2015,Belarus,0,7203,0,1405,2,9,1416,0,1,105,106,1522,Eastern Europe,2.01279317697228,0,1413.98720682303,0.00132246595070452,0,0.929032330369926,0.0696452036793692,0,0,1,0,1,NA,2,1
2016,Belarus,0,5334,0,1,725,12,738,0,47,107,154,892,Eastern Europe,736.98347107438,0,1.01652892561983,0.82621465367083,0,0.00113960641885632,0.172645739910314,0,1,0,0,2,NA,1,2
2017,Belarus,0,5832,0,206,50,17,273,0,0,147,147,420,Eastern Europe,53.3203125,0,219.6796875,0.126953125,0,0.523046875,0.35,0,0,1,1,1,NA,2,3
2018,Belarus,0,5819,0,424,298,11,733,0,0,0,0,733,Eastern Europe,302.540166204986,0,430.459833795014,0.412742382271468,0,0.587257617728532,0,0,1,1,0,2,NA,1,1
2019,Belarus,0,3291,0,116,21,4,141,0,0,29,29,170,Eastern Europe,21.6131386861314,0,119.386861313869,0.12713610991842,0,0.702275654787462,0.170588235294118,0,0,1,0,1,NA,1,2
2007,Belgium,0,75,288,0,4,261,553,0,0,284,284,837,South West Europe,7.57534246575342,545.424657534247,0,0.00905058837007578,0.651642362645456,0,0.339307048984468,1,0,0,1,NA,NA,NA,NA
2008,Belgium,744,979,27,0,362,75,464,0,0,30,30,494,South West Europe,431.794344473008,32.2056555269923,0,0.874077620390704,0.0651936346700249,0,0.0607287449392713,0,1,0,0,>1,1,NA,1
2009,Belgium,4686,3025,0,1459,7,311,1777,0,0,10,10,1787,South West Europe,8.4849931787176,0,1768.51500682128,0.00474817749228741,0,0.989655851606761,0.00559597090095131,0,0,1,0,1,NA,NA,2
2010,Belgium,67,1461,0,283,6,100,389,2,2,310,314,703,South West Europe,8.07612456747405,0,380.923875432526,0.0114880861557241,0,0.541854730344987,0.446657183499289,0,0,1,1,2,NA,1,3
2011,Belgium,0,1207,0,53,196,150,399,15,0,82,97,496,South West Europe,314.072289156627,0,84.9277108433735,0.633210260396424,0,0.171225223474543,0.195564516129032,0,1,0,0,3,NA,1,1
2012,Belgium,0,1439,0,229,64,86,379,310,14,135,459,838,South West Europe,82.7849829351536,0,296.215017064846,0.0987887624524506,0,0.353478540650175,0.547732696897375,0,0,1,1,1,NA,2,2
2013,Belgium,0,787,0,88,136,34,258,1,0,3,4,262,South West Europe,156.642857142857,0,101.357142857143,0.597873500545256,0,0.386859323882225,0.0152671755725191,0,1,1,0,2,NA,1,1
2014,Belgium,0,983,13,47,305,85,450,56,4,6,66,516,South West Europe,376.027397260274,16.027397260274,57.9452054794521,0.728735266008283,0.0310608474036317,0.112296909843899,0.127906976744186,0,1,0,0,1,NA,1,2
2015,Belgium,0,659,0,134,0,37,171,6,155,19,180,351,South West Europe,0,0,171,0,0,0.487179487179487,0.512820512820513,0,0,1,1,1,NA,2,3
2016,Belgium,0,610,0,1,302,13,316,1,0,0,1,317,South West Europe,314.957095709571,0,1.04290429042904,0.993555506970255,0,0.0032899188972525,0.00315457413249211,0,1,0,0,2,NA,1,1
2017,Belgium,0,585,0,79,23,20,122,173,17,45,235,357,South West Europe,27.5098039215686,0,94.4901960784314,0.0770582742901082,0,0.264678420387763,0.658263305322129,0,0,1,1,1,NA,2,2
2018,Belgium,0,608,0,57,185,27,269,0,1,0,1,270,South West Europe,205.640495867769,0,63.3595041322314,0.761631466176921,0,0.234664830119376,0.0037037037037037,0,1,1,0,2,NA,1,1
2019,Belgium,0,519,0,133,98,7,238,1,16,2,19,257,South West Europe,100.969696969697,0,137.030303030303,0.392878198325669,0,0.533191840584837,0.0739299610894942,0,1,1,0,1,NA,1,2
2009,Bulgaria,0,2270,3,790,2,11,806,0,0,0,0,806,Eastern Europe,2.02767295597484,3.04150943396226,800.930817610063,0.00251572327044025,0.00377358490566038,0.993710691823899,0,0,0,1,0,NA,NA,NA,NA
2010,Bulgaria,0,1091,6,9,0,3,18,0,0,123,123,141,Eastern Europe,0,7.2,10.8,0,0.051063829787234,0.0765957446808511,0.872340425531915,0,0,0,1,>1,NA,1,>1
2011,Bulgaria,0,643,0,0,243,0,243,0,0,3,3,246,Eastern Europe,243,0,0,0.98780487804878,0,0,0.0121951219512195,0,1,0,0,>2,NA,2,1
2012,Bulgaria,0,1144,0,59,21,2,82,0,0,250,250,332,Eastern Europe,21.525,0,60.475,0.0648343373493976,0,0.182153614457831,0.753012048192771,0,0,0,1,1,NA,3,2
2013,Bulgaria,0,1173,0,261,105,24,390,1,0,2,3,393,Eastern Europe,111.885245901639,0,278.114754098361,0.284695282192466,0,0.707671130021274,0.00763358778625954,0,1,1,0,2,NA,4,1
2014,Bulgaria,0,875,0,31,143,0,174,53,0,7,60,234,Eastern Europe,143,0,31,0.611111111111111,0,0.132478632478632,0.256410256410256,0,1,0,1,1,NA,1,2
2015,Bulgaria,0,1132,0,211,30,0,241,0,80,0,80,321,Eastern Europe,30,0,211,0.0934579439252336,0,0.657320872274143,0.249221183800623,0,0,1,1,1,NA,2,1
2016,Bulgaria,0,934,0,12,264,0,276,3,4,0,7,283,Eastern Europe,264,0,12,0.932862190812721,0,0.0424028268551237,0.0247349823321555,0,1,0,0,2,NA,1,1
2017,Bulgaria,0,1452,0,78,10,0,88,348,14,0,362,450,Eastern Europe,10,0,78,0.0222222222222222,0,0.173333333333333,0.804444444444444,0,0,0,1,1,NA,2,2
2018,Bulgaria,0,1734,0,381,198,0,579,0,0,0,0,579,Eastern Europe,198,0,381,0.341968911917098,0,0.658031088082902,0,0,1,1,0,2,NA,3,1
2019,Bulgaria,0,1369,0,148,311,0,459,0,111,3,114,573,Eastern Europe,311,0,148,0.542757417102967,0,0.258289703315881,0.198952879581152,0,1,1,0,1,NA,1,2
2008,Canada,0,62297,81,0,76,4789,4946,0,0,3260,3260,8206,North America,2394.24203821656,2551.75796178344,0,0.291767248137529,0.310962461830787,0,0.397270290031684,1,1,0,1,NA,NA,NA,NA
2009,Canada,26085,204463,11,33958,74,5813,39856,0,0,30,30,39886,North America,86.6358429045619,12.8783009722997,39756.4858561231,0.00217208651919375,0.000322877725826098,0.996752892145694,0.000752143609286466,0,0,1,0,1,NA,NA,1
2010,Canada,153477,153477,0,1008,5603,10277,16888,0,0,2913,2913,19801,North America,14313.0334291333,0,2574.96657086674,0.722843968947693,0,0.130042248920092,0.147113782132216,0,1,0,0,2,NA,1,2
2011,Canada,125420,125420,0,930,2033,3360,6323,0,0,6340,6340,12663,North America,4338.39318258522,0,1984.60681741478,0.342603899754025,0,0.156724853306071,0.500671246939904,0,1,0,1,1,NA,2,3
2012,Canada,171683,170710,0,1069,6937,15058,23064,0,0,4305,4305,27369,North America,19984.3827129653,0,3079.61728703472,0.730183152945496,0,0.11252209752036,0.157294749534144,0,1,0,0,1,NA,3,1
2013,Canada,202185,202185,0,10437,654,10111,21204,0,0,7543,7543,28747,North America,1250.21260481471,0,19951.7873951853,0.0434901939268346,0,0.694047636107604,0.262392597488434,0,0,1,1,1,NA,4,2
2014,Canada,249803,249803,1,106,13144,23166,36417,0,0,8626,8626,45043,North America,36122.9377405479,2.74824541544034,291.314014036676,0.801965627079632,6.10138182501242e-05,0.00646746473451316,0.191505894367604,0,1,0,0,2,NA,1,1
2015,Canada,234474,234452,0,11159,1190,16129,28478,0,0,10956,10956,39434,North America,2744.25621507814,0,25733.7437849219,0.0695911197210058,0,0.652577567198911,0.277831313080083,0,0,1,1,1,NA,2,2
2016,Canada,267189,267189,0,175,17456,17270,34901,0,0,4470,4470,39371,North America,34554.5831773581,0,346.416822641938,0.877665875323412,0,0.00879878140362037,0.113535343272967,0,1,0,0,2,NA,1,1
2017,Canada,322133,322133,0,1278,11158,23730,36166,0,0,28253,28253,64419,North America,32449.3589578643,0,3716.64104213574,0.503723419454885,0,0.057694795667982,0.438581784877133,0,1,0,1,1,NA,2,2
2018,Canada,303013,303013,0,10971,5121,29038,45130,0,0,2489,2489,47619,North America,14361.8400447427,0,30768.1599552573,0.30159894253854,0,0.646132005192408,0.0522690522690523,0,1,1,0,1,NA,3,1
2019,Canada,288717,288717,0,4755,2243,22756,29754,0,0,21782,21782,51536,North America,9536.75650185767,0,20217.2434981423,0.185050382293109,0,0.392293610255789,0.422656007451102,0,0,1,1,1,NA,1,2
2006,Croatia,0,987,6,0,65,14,85,0,0,0,0,85,South West Europe,77.8169014084507,7.1830985915493,0,0.915492957746479,0.0845070422535211,0,0,0,1,0,0,NA,NA,NA,NA
2007,Croatia,0,1489,75,0,0,22,97,0,0,56,56,153,South West Europe,0,97,0,0,0.633986928104575,0,0.366013071895425,1,0,0,1,1,>1,NA,>1
2008,Croatia,0,1632,0,0,175,0,175,0,0,49,49,224,South West Europe,175,0,0,0.78125,0,0,0.21875,0,1,0,1,2,1,NA,1
2009,Croatia,0,5501,0,1539,1,0,1540,0,0,0,0,1540,South West Europe,1,0,1539,0.000649350649350649,0,0.999350649350649,0,0,0,1,0,1,NA,NA,1
2010,Croatia,0,3792,0,1667,1,0,1668,0,0,88,88,1756,South West Europe,1,0,1667,0.000569476082004556,0,0.949316628701595,0.0501138952164009,0,0,1,0,2,NA,1,2
2011,Croatia,0,2015,0,0,513,0,513,0,0,196,196,709,South West Europe,513,0,0,0.723554301833568,0,0,0.276445698166432,0,1,0,1,3,NA,1,3
2012,Croatia,0,2644,0,63,91,1095,1249,0,0,56,56,1305,South West Europe,738.045454545455,0,510.954545454545,0.565552072448624,0,0.39153605015674,0.042911877394636,0,1,1,0,1,NA,2,1
2013,Croatia,0,2111,0,0,589,0,589,0,0,64,64,653,South West Europe,589,0,0,0.901990811638591,0,0,0.0980091883614089,0,1,0,0,1,NA,1,2
2014,Croatia,0,2790,0,168,119,724,1011,0,0,232,232,1243,South West Europe,419.19512195122,0,591.80487804878,0.337244667700096,0,0.476110119106018,0.186645213193886,0,1,1,0,1,NA,2,3
2015,Croatia,0,3108,0,411,263,486,1160,46,93,222,361,1521,South West Europe,452.640949554896,0,707.359050445104,0.297594312659366,0,0.465061834612166,0.237343852728468,0,1,1,1,1,NA,1,4
2016,Croatia,0,3749,0,36,299,1299,1634,95,39,26,160,1794,South West Europe,1458.40597014925,0,175.594029850746,0.812935323383085,0,0.0978785004742175,0.0891861761426979,0,1,0,0,1,NA,1,1
2017,Croatia,0,5825,0,108,120,880,1108,314,9,1313,1636,2744,South West Europe,583.157894736842,0,524.842105263158,0.21252109866503,0,0.191268988798527,0.596209912536443,0,1,0,1,1,NA,2,2
2018,Croatia,0,7660,0,507,76,3790,4373,43,1,57,101,4474,South West Europe,570.065180102916,0,3802.93481989708,0.127417340210755,0,0.850007782721744,0.0225748770675011,0,0,1,0,1,NA,3,1
2019,Croatia,0,2185,0,232,24,543,799,0,42,2,44,843,South West Europe,74.90625,0,724.09375,0.0888567615658363,0,0.858948695136418,0.0521945432977461,0,0,1,0,2,NA,1,2
2002,Czechia,0,1037,2,0,1,125,128,0,0,61,61,189,Eastern Europe,42.6666666666667,85.3333333333333,0,0.225749559082892,0.451499118165785,0,0.322751322751323,1,1,0,1,NA,NA,NA,NA
2003,Czechia,0,877,0,0,36,78,114,0,0,5,5,119,Eastern Europe,114,0,0,0.957983193277311,0,0,0.0420168067226891,0,1,0,0,1,1,NA,1
2004,Czechia,0,547,6,0,1,23,30,0,0,12,12,42,Eastern Europe,4.28571428571429,25.7142857142857,0,0.102040816326531,0.612244897959184,0,0.285714285714286,1,0,0,1,1,2,NA,2
2005,Czechia,0,1399,1,0,4,23,28,0,0,137,137,165,Eastern Europe,22.4,5.6,0,0.135757575757576,0.0339393939393939,0,0.83030303030303,0,0,0,1,2,1,NA,1
2006,Czechia,0,1622,0,0,98,121,219,0,0,2,2,221,Eastern Europe,219,0,0,0.990950226244344,0,0,0.00904977375565611,0,1,0,0,3,2,NA,1
2007,Czechia,0,1389,117,0,0,34,151,0,0,82,82,233,Eastern Europe,0,151,0,0,0.648068669527897,0,0.351931330472103,1,0,0,1,1,3,NA,2
2008,Czechia,0,204,0,0,14,9,23,0,0,1,1,24,Eastern Europe,23,0,0,0.958333333333333,0,0,0.0416666666666667,0,1,0,0,2,1,NA,1
2009,Czechia,0,2375,1,876,0,133,1010,0,0,1,1,1011,Eastern Europe,0,1.15165336374002,1008.84834663626,0,0.00113912301062317,0.997871757305895,0.000989119683481701,0,0,1,0,1,NA,NA,2
2010,Czechia,0,1084,0,224,5,110,339,0,0,79,79,418,Eastern Europe,7.40174672489083,0,331.598253275109,0.0177075280499781,0,0.793297256639017,0.188995215311005,0,0,1,0,2,NA,1,3
2011,Czechia,0,777,0,9,100,47,156,1,7,67,75,231,Eastern Europe,143.119266055046,0,12.8807339449541,0.619563922316216,0,0.0557607530084594,0.324675324675325,0,1,0,1,3,NA,1,4
2012,Czechia,0,2153,0,529,220,78,827,0,0,243,243,1070,Eastern Europe,242.910547396529,0,584.089452603471,0.227019203174326,0,0.545877993087356,0.227102803738318,0,1,1,1,1,NA,2,1
2013,Czechia,0,424,0,14,19,9,42,1,0,3,4,46,Eastern Europe,24.1818181818182,0,17.8181818181818,0.525691699604743,0,0.387351778656127,0.0869565217391304,0,1,1,0,1,NA,1,1
2014,Czechia,0,1318,0,60,391,52,503,1,0,210,211,714,Eastern Europe,436.082039911308,0,66.9179600886918,0.610759159539647,0,0.0937226331774395,0.295518207282913,0,1,0,1,1,NA,1,2
2015,Czechia,0,1309,7,243,9,26,285,47,62,35,144,429,Eastern Europe,9.9034749034749,7.7027027027027,267.393822393822,0.0230850230850231,0.017955017955018,0.623295623295623,0.335664335664336,0,0,1,1,1,NA,2,1
2016,Czechia,0,1197,1,3,342,25,371,15,27,17,59,430,Eastern Europe,366.71098265896,1.07225433526012,3.21676300578035,0.852816238741766,0.00249361473316306,0.00748084419948918,0.137209302325581,0,1,0,0,2,NA,1,1
2017,Czechia,0,1429,0,151,26,13,190,344,13,33,390,580,Eastern Europe,27.909604519774,0,162.090395480226,0.0481200077927138,0,0.279466199103838,0.672413793103448,0,0,1,1,1,NA,2,2
2018,Czechia,0,1003,0,201,55,12,268,1,0,11,12,280,Eastern Europe,57.578125,0,210.421875,0.205636160714286,0,0.751506696428571,0.0428571428571429,0,1,1,0,2,NA,1,1
2019,Czechia,0,811,0,65,200,12,277,0,17,9,26,303,Eastern Europe,209.056603773585,0,67.9433962264151,0.689955788031633,0,0.224235631110281,0.0858085808580858,0,1,1,0,1,NA,1,2
2002,Denmark,0,198,3,0,39,1,43,0,0,28,28,71,Northern Europe,39.9285714285714,3.07142857142857,0,0.562374245472837,0.0432595573440644,0,0.394366197183099,0,1,0,1,NA,NA,NA,NA
2003,Denmark,0,219,0,0,54,0,54,0,0,1,1,55,Northern Europe,54,0,0,0.981818181818182,0,0,0.0181818181818182,0,1,0,0,1,>1,NA,1
2004,Denmark,0,292,13,0,44,38,95,0,0,15,15,110,Northern Europe,73.3333333333333,21.6666666666667,0,0.666666666666667,0.196969696969697,0,0.136363636363636,0,1,0,0,1,>2,NA,2
